"";"code_ecole";"nom_ecole";"commune";"academie";"densite";"secteur";"rep";"classes";"eleves"
"46042";"9710369Z";"ECOLE PRIMAIRE PUBLIQUE GROUPE SCOLAIRE DE BOIS-SEC";"GOYAVE";"GUADELOUPE";"Petites villes";"PUBLIC";0;8;169
"46200";"9710794L";"ECOLE MATERNELLE PUBLIQUE PIERRETTE";"LAMENTIN";"GUADELOUPE";"Ceintures urbaines";"PUBLIC";0;3;80
"46267";"9720099A";"ECOLE PRIMAIRE PUBLIQUE PETITE ANSE";"LES ANSES-D'ARLET";"MARTINIQUE";"Rural à habitat dispersé";"PUBLIC";0;4;68
"46304";"9720183S";"ECOLE PRIMAIRE PUBLIQUE MORNE PITAULT B";"LE FRANCOIS";"MARTINIQUE";"Petites villes";"PUBLIC";1;6;102
"46365";"9720292K";"ECOLE PRIMAIRE PUBLIQUE FIRMIN LUC-CAYOL - DURAND";"SAINT-JOSEPH";"MARTINIQUE";"Ceintures urbaines";"PUBLIC";1;6;85
"46550";"9730140P";"ECOLE ELEMENTAIRE PUBLIQUE LEOPOLD HEDER";"SAINT-LAURENT-DU-MARONI";"GUYANE";"Centres urbains intermédiaires";"PUBLIC";1;20;321
"46600";"9730255P";"ECOLE MATERNELLE PUBLIQUE OLIVIER COMPAS";"KOUROU";"GUYANE";"Centres urbains intermédiaires";"PUBLIC";1;9;219
"46611";"9730319J";"ECOLE PRIMAIRE ROSITA SABAYO";"MATOURY";"GUYANE";"Ceintures urbaines";"PUBLIC";1;25;400
"46619";"9730339F";"ECOLE ELEMENTAIRE PUBLIQUE EDGARD MILIEN";"SAINT-LAURENT-DU-MARONI";"GUYANE";"Centres urbains intermédiaires";"PUBLIC";1;22;379
"46625";"9730361E";"ECOLE PRIMAIRE PRIVEE SAINT PIERRE";"MATOURY";"GUYANE";"Ceintures urbaines";"PRIVE";0;16;431
"46633";"9730398V";"ECOLE PRIMAIRE PUBLIQUE OCTAVIEN HODEBAR";"SAINT-LAURENT-DU-MARONI";"GUYANE";"Centres urbains intermédiaires";"PUBLIC";1;22;423
"46654";"9730487S";"ECOLE PRIMAIRE PUBLIQUE ELIE STEPHENSON";"SAINT-LAURENT-DU-MARONI";"GUYANE";"Centres urbains intermédiaires";"PUBLIC";1;29;512
"46692";"9740111C";"ECOLE PRIMAIRE PUBLIQUE LE VETYVER";"PETITE-ILE";"REUNION";"Ceintures urbaines";"PUBLIC";0;4;75
"46694";"9740115G";"ECOLE ELEMENTAIRE PUBLIQUE CLAIRE HENOU";"LA PLAINE-DES-PALMISTES";"REUNION";"Petites villes";"PUBLIC";1;21;400
"46777";"9740237P";"ECOLE ELEMENTAIRE PUBLIQUE PHILIPPE VINSON";"SAINT-DENIS";"REUNION";"Grands centres urbains";"PUBLIC";0;12;271
"46843";"9740337Y";"ECOLE PRIMAIRE PUBLIQUE GEORGES BRASSENS";"SAINT-PIERRE";"REUNION";"Centres urbains intermédiaires";"PUBLIC";1;12;192
"47024";"9740712F";"ECOLE MATERNELLE PUBLIQUE COMBAVAS";"SAINT-PAUL";"REUNION";"Centres urbains intermédiaires";"PUBLIC";0;7;176
"47041";"9740760H";"ECOLE MATERNELLE PUBLIQUE FLORA TRISTAN";"SAINT-PIERRE";"REUNION";"Centres urbains intermédiaires";"PUBLIC";1;12;198
"47102";"9740929S";"ECOLE MATERNELLE PUBLIQUE RAOUL FRUTEAU";"LE PORT";"REUNION";"Centres urbains intermédiaires";"PUBLIC";1;8;135
"47121";"9741074Z";"ECOLE ELEMENTAIRE PUBLIQUE GABRIEL MACE";"SAINT-DENIS";"REUNION";"Grands centres urbains";"PUBLIC";1;20;338
"47145";"9741257Y";"ECOLE MATERNELLE PUBLIQUE EDMOND ALBIUS";"SAINT-LOUIS";"REUNION";"Grands centres urbains";"PUBLIC";1;9;130
"47178";"9741584D";"ECOLE PRIMAIRE PUBLIQUE ELOI JULENON";"LA POSSESSION";"REUNION";"Centres urbains intermédiaires";"PUBLIC";0;12;287
"47259";"9760114V";"ECOLE ELEMENTAIRE PUBLIQUE MCHINDRA SAID MCHINDRA";"MAMOUDZOU";"MAYOTTE";"Grands centres urbains";"PUBLIC";1;21;387
"47278";"9760147F";"ECOLE MATERNELLE PUBLIQUE BOINA DJOUMOI";"BANDRABOUA";"MAYOTTE";"Bourgs ruraux";"PUBLIC";1;16;506
"47347";"9760255Y";"ECOLE MATERNELLE PUBLIQUE POROANI MATERNELLE";"CHIRONGUI";"MAYOTTE";"Bourgs ruraux";"PUBLIC";1;6;182
"47388";"9760511B";"ECOLE ELEMENTAIRE PUBLIQUE KAKAL B";"MAMOUDZOU";"MAYOTTE";"Grands centres urbains";"PUBLIC";1;25;483
