"";"code_ecole";"nom_ecole";"commune";"academie";"densite";"secteur";"rep";"classes";"eleves"
"14348";"0351891R";"ECOLE MATERNELLE PUBLIQUE BOURGCHEVREUIL";"CESSON-SEVIGNE";"RENNES";"Grands centres urbains";"PUBLIC";0;7;168
"14384";"0352127X";"ECOLE PRIMAIRE PRIVEE ST JOSEPH STE CROIX";"RETIERS";"RENNES";"Bourgs ruraux";"PRIVE";0;12;265
"14388";"0352134E";"ECOLE ELEMENTAIRE PUBLIQUE GUY GERARD";"PACE";"RENNES";"Centres urbains intermédiaires";"PUBLIC";0;9;201
"14392";"0352139K";"ECOLE MATERNELLE PUBLIQUE JULES FERRY";"RENNES";"RENNES";"Grands centres urbains";"PUBLIC";0;5;113
"14441";"0352321H";"ECOLE PRIMAIRE PUBLIQUE FANNY DUFEIL";"MESNIL-ROC'H";"RENNES";"Rural à habitat dispersé";"PUBLIC";0;10;203
"14486";"0352442P";"ECOLE PRIMAIRE PRIVEE ST JEAN BAPTISTE DE LA SALLE";"MARTIGNE-FERCHAUD";"RENNES";"Bourgs ruraux";"PRIVE";0;6;137
"14525";"0352718P";"ECOLE PRIMAIRE PUBLIQUE ECOLE DES TROIS CHENES";"LAIGNELET";"RENNES";"Bourgs ruraux";"PUBLIC";0;5;122
"14532";"0352844B";"ECOLE PRIMAIRE PUBLIQUE ECOLE COMMUNALE";"SAINT-GANTON";"RENNES";"Rural à habitat très dispersé";"PUBLIC";0;4;82
"14640";"0360352M";"ECOLE ELEMENTAIRE PUBLIQUE -";"PERASSAY";"ORLEANS-TOURS";"Rural à habitat très dispersé";"PUBLIC";0;1;8
"14643";"0360368E";"ECOLE MATERNELLE PUBLIQUE -";"PRISSAC";"ORLEANS-TOURS";"Rural à habitat très dispersé";"PUBLIC";0;1;23
"14709";"0360623G";"ECOLE PRIMAIRE PRIVEE SAINT-PIERRE";"CHATEAUROUX";"ORLEANS-TOURS";"Centres urbains intermédiaires";"PRIVE";0;15;367
"14763";"0370127M";"ECOLE ELEMENTAIRE PUBLIQUE BERT (PAUL)";"LA RICHE";"ORLEANS-TOURS";"Grands centres urbains";"PUBLIC";0;9;204
"14778";"0370215H";"ECOLE ELEMENTAIRE PUBLIQUE MICHELET";"TOURS";"ORLEANS-TOURS";"Grands centres urbains";"PUBLIC";0;5;116
"14781";"0370230Z";"ECOLE ELEMENTAIRE PUBLIQUE BASTIE (MARYSE)";"TOURS";"ORLEANS-TOURS";"Grands centres urbains";"PUBLIC";0;11;239
"14784";"0370256C";"ECOLE PRIMAIRE PUBLIQUE GEOFFROY DE PENNART";"NOYANT-DE-TOURAINE";"ORLEANS-TOURS";"Bourgs ruraux";"PUBLIC";0;3;71
"14800";"0370281E";"ECOLE MATERNELLE PUBLIQUE CURIE (MARIE)";"TOURS";"ORLEANS-TOURS";"Grands centres urbains";"PUBLIC";1;7;122
"14831";"0370340U";"ECOLE ELEMENTAIRE PUBLIQUE -";"SAINT-AUBIN-LE-DEPEINT";"ORLEANS-TOURS";"Rural à habitat dispersé";"PUBLIC";0;1;14
"14832";"0370353H";"ECOLE PRIMAIRE PUBLIQUE -";"CHARNIZAY";"ORLEANS-TOURS";"Rural à habitat très dispersé";"PUBLIC";0;1;23
"15014";"0371140N";"ECOLE PRIMAIRE PUBLIQUE -";"AMBILLOU";"ORLEANS-TOURS";"Bourgs ruraux";"PUBLIC";0;6;139
"15129";"0371613C";"ECOLE PRIMAIRE PUBLIQUE MAUPASSANT-MONTJOYEUX";"TOURS";"ORLEANS-TOURS";"Grands centres urbains";"PUBLIC";0;5;118
"15241";"0380321T";"ECOLE PRIMAIRE BELLEDONNE";"LE CHEYLAS";"GRENOBLE";"Bourgs ruraux";"PUBLIC";0;4;89
"15260";"0380372Y";"ECOLE PRIMAIRE PUBLIQUE -";"CORPS";"GRENOBLE";"Rural à habitat dispersé";"PUBLIC";0;2;40
"15270";"0380397A";"ECOLE MATERNELLE PUBLIQUE LES DAUPHINS";"CREMIEU";"GRENOBLE";"#N/A";"PUBLIC";0;3;77
"15294";"0380464Y";"ECOLE PRIMAIRE PUBLIQUE -";"EYDOCHE";"GRENOBLE";"Rural à habitat dispersé";"PUBLIC";0;3;56
"15322";"0380558A";"ECOLE PRIMAIRE DIDEROT";"GRENOBLE";"GRENOBLE";"Grands centres urbains";"PUBLIC";0;8;190
"15362";"0380721C";"ECOLE PRIMAIRE PUBLIQUE DES SOURCES DES SOURCES";"MEYSSIEZ";"GRENOBLE";"Rural à habitat dispersé";"PUBLIC";0;4;88
"15633";"0381530G";"ECOLE PRIMAIRE PUBLIQUE -";"L'ALBENC";"GRENOBLE";"Bourgs ruraux";"PUBLIC";0;6;126
"15644";"0381564U";"ECOLE MATERNELLE PUBLIQUE LA JALINIERE";"SAINT-SIMEON-DE-BRESSIEUX";"GRENOBLE";"Bourgs ruraux";"PUBLIC";0;4;98
"15680";"0381855K";"ECOLE MATERNELLE PUBLIQUE LES GANDINS";"PLATEAU-DES-PETITES-ROCHES";"GRENOBLE";"Rural à habitat dispersé";"PUBLIC";0;3;68
"15693";"0381924K";"ECOLE ELEMENTAIRE PUBLIQUE JEAN JAURES";"LE VERSOUD";"GRENOBLE";"Ceintures urbaines";"PUBLIC";0;9;217
"15793";"0382212Y";"ECOLE MATERNELLE PUBLIQUE -";"LA FLACHERE";"GRENOBLE";"Bourgs ruraux";"PUBLIC";0;3;65
"15802";"0382233W";"ECOLE MATERNELLE PUBLIQUE LES PETITES MAISONS";"SAINT-MARTIN-D'URIAGE";"GRENOBLE";"Petites villes";"PUBLIC";0;4;101
"15845";"0382308C";"ECOLE MATERNELLE PUBLIQUE -";"LA TERRASSE";"GRENOBLE";"Ceintures urbaines";"PUBLIC";0;3;72
"15925";"0382639M";"ECOLE MATERNELLE PUBLIQUE RENEE BALLET";"SAINT-CHEF";"GRENOBLE";"Rural à habitat dispersé";"PUBLIC";0;5;118
"15928";"0382648X";"ECOLE ELEMENTAIRE PUBLIQUE LA MAIRIE";"FONTAINE";"GRENOBLE";"Grands centres urbains";"PUBLIC";1;5;80
"16000";"0382843J";"ECOLE ELEMENTAIRE PUBLIQUE JULES BRUANT";"VAULNAVEYS-LE-HAUT";"GRENOBLE";"Petites villes";"PUBLIC";0;10;241
"16023";"0382902Y";"ECOLE ELEMENTAIRE PUBLIQUE -";"PORCIEU-AMBLAGNIEU";"GRENOBLE";"Bourgs ruraux";"PUBLIC";0;5;113
"16064";"0383017Y";"ECOLE PRIMAIRE PUBLIQUE DE LA FRATERNITE";"BREZINS";"GRENOBLE";"Bourgs ruraux";"PUBLIC";0;9;210
"16099";"0383154X";"ECOLE PRIMAIRE PUBLIQUE SIMONE VEIL";"MOIRANS";"GRENOBLE";"Ceintures urbaines";"PUBLIC";0;13;303
"16152";"0390303T";"ECOLE PRIMAIRE PUBLIQUE -";"SIROD";"BESANCON";"Rural à habitat dispersé";"PUBLIC";0;3;51
"16184";"0390424Z";"ECOLE PRIMAIRE PUBLIQUE -";"MIGNOVILLARD";"BESANCON";"Bourgs ruraux";"PUBLIC";0;6;134
"16230";"0390601S";"ECOLE PRIMAIRE PUBLIQUE -";"MONTHOLIER";"BESANCON";"Rural à habitat dispersé";"PUBLIC";0;1;17
"16270";"0390731H";"ECOLE PRIMAIRE PAUL CHARMIGNEY";"VAUX-LES-SAINT-CLAUDE";"BESANCON";"Bourgs ruraux";"PUBLIC";0;3;60
"16304";"0390901T";"ECOLE PRIMAIRE PUBLIQUE AVIGNONNETS";"SAINT-CLAUDE";"BESANCON";"Centres urbains intermédiaires";"PUBLIC";1;9;127
"16376";"0400165M";"ECOLE ELEMENTAIRE PUBLIQUE BOURG";"MORCENX-LA-NOUVELLE";"BORDEAUX";"Bourgs ruraux";"PUBLIC";0;1;22
"16386";"0400186K";"ECOLE ELEMENTAIRE PUBLIQUE PETIT PRINCE";"BISCARROSSE";"BORDEAUX";"Petites villes";"PUBLIC";0;8;160
"16437";"0400297F";"ECOLE ELEMENTAIRE PUBLIQUE -";"BASTENNES";"BORDEAUX";"Rural à habitat dispersé";"PUBLIC";0;1;23
"16469";"0400366F";"ECOLE MATERNELLE PUBLIQUE -";"LAMOTHE";"BORDEAUX";"Rural à habitat dispersé";"PUBLIC";0;1;18
"16533";"0400514S";"ECOLE ELEMENTAIRE PUBLIQUE -";"MORGANX";"BORDEAUX";"Rural à habitat très dispersé";"PUBLIC";0;1;17
"16586";"0400643G";"ECOLE PRIMAIRE PUBLIQUE -";"SAINT-MARTIN-DE-HINX";"BORDEAUX";"Rural à habitat dispersé";"PUBLIC";0;8;204
"16610";"0400714J";"ECOLE PRIMAIRE PRIVEE NOTRE DAME";"SOUSTONS";"BORDEAUX";"Petites villes";"PRIVE";0;4;100
"16611";"0400715K";"ECOLE ELEMENTAIRE PRIVEE SAINT JOSEPH";"TARTAS";"BORDEAUX";"Bourgs ruraux";"PRIVE";0;7;182
"16621";"0400736H";"ECOLE MATERNELLE PUBLIQUE BIARNES";"SAINT-PIERRE-DU-MONT";"BORDEAUX";"Centres urbains intermédiaires";"PUBLIC";0;4;82
"16656";"0400814T";"ECOLE PRIMAIRE PUBLIQUE -";"POMAREZ";"BORDEAUX";"Rural à habitat dispersé";"PUBLIC";0;6;120
"16701";"0400983B";"ECOLE ELEMENTAIRE PUBLIQUE MEYRIE";"BISCARROSSE";"BORDEAUX";"Petites villes";"PUBLIC";0;12;279
"16711";"0401035H";"ECOLE ELEMENTAIRE PUBLIQUE DANIEL POUEYMIDOU";"TARNOS";"BORDEAUX";"Ceintures urbaines";"PUBLIC";0;7;127
"16811";"0410357R";"ECOLE PRIMAIRE -";"PRUNAY-CASSEREAU";"ORLEANS-TOURS";"Rural à habitat dispersé";"PUBLIC";0;2;49
"16832";"0410420J";"ECOLE ELEMENTAIRE PUBLIQUE -";"SAINT-LOUP";"ORLEANS-TOURS";"Rural à habitat dispersé";"PUBLIC";0;1;23
"16936";"0410778Y";"ECOLE MATERNELLE PUBLIQUE -";"MONDOUBLEAU";"ORLEANS-TOURS";"Bourgs ruraux";"PUBLIC";0;2;47
"16939";"0410781B";"ECOLE PRIMAIRE PUBLIQUE -";"BEAUCE LA ROMAINE";"ORLEANS-TOURS";"Rural à habitat dispersé";"PUBLIC";0;13;283
"16946";"0410788J";"ECOLE PRIMAIRE PRIVEE STE MARIE MONSABRE";"BLOIS";"ORLEANS-TOURS";"Centres urbains intermédiaires";"PRIVE";0;6;141
"16994";"0410901G";"ECOLE ELEMENTAIRE PUBLIQUE RENE MASSON";"BRACIEUX";"ORLEANS-TOURS";"Bourgs ruraux";"PUBLIC";0;4;75
"17035";"0420149J";"ECOLE PRIMAIRE PUBLIQUE LA MARELLE PRIMAIRE";"LE CERGNE";"LYON";"Rural à habitat dispersé";"PUBLIC";0;4;74
"17048";"0420199N";"ECOLE PRIMAIRE PUBLIQUE LE BOURG PRIMAIRE";"CHATELNEUF";"LYON";"Rural à habitat dispersé";"PUBLIC";0;2;29
"17090";"0420311K";"ECOLE MATERNELLE PUBLIQUE RUE DE GRUYERES MATERNELLE";"RENAISON";"LYON";"Bourgs ruraux";"PUBLIC";0;4;81
"17115";"0420417A";"ECOLE PRIMAIRE PUBLIQUE BOURG PRIMAIRE";"PARIGNY";"LYON";"Rural à habitat dispersé";"PUBLIC";0;4;83
"17166";"0420561G";"ECOLE MATERNELLE PUBLIQUE LE BOURG MATERNELLE";"SAINT-CYR-DE-VALORGES";"LYON";"Rural à habitat dispersé";"PUBLIC";0;1;13
"17187";"0420708S";"ECOLE MATERNELLE PUBLIQUE PASTEUR MATERNELLE";"SAINT-GENEST-LERPT";"LYON";"Ceintures urbaines";"PUBLIC";0;7;165
"17234";"0420855B";"ECOLE PRIMAIRE PUBLIQUE LE BOURG PRIMAIRE";"LA TERRASSE-SUR-DORLAY";"LYON";"Rural à habitat dispersé";"PUBLIC";0;3;64
"17237";"0420870T";"ECOLE ELEMENTAIRE PUBLIQUE LE BOURG ELEMENTAIRE";"LA TUILIERE";"LYON";"Rural à habitat très dispersé";"PUBLIC";0;1;14
"17289";"0421271D";"ECOLE PRIMAIRE PRIVEE ST JOSEPH";"NEULISE";"LYON";"Bourgs ruraux";"PRIVE";0;4;87
"17411";"0421706B";"ECOLE PRIMAIRE PUBLIQUE MONTREYNAUD VIVALDI PRIMAIRE";"SAINT-ETIENNE";"LYON";"Grands centres urbains";"PUBLIC";1;7;114
"17457";"0421867B";"ECOLE MATERNELLE PUBLIQUE BERKELEY MATERNELLE";"SAINT-ETIENNE";"LYON";"Grands centres urbains";"PUBLIC";0;4;87
"17472";"0421914C";"ECOLE PRIMAIRE PUBLIQUE RUE DU COMMERCE PRIMAIRE";"SAINT-MARTIN-D'ESTREAUX";"LYON";"Rural à habitat dispersé";"PUBLIC";0;3;67
"17513";"0422009F";"ECOLE ELEMENTAIRE PUBLIQUE TILLEULS ELEMENTAIRE";"SAINT-JUST-SAINT-RAMBERT";"LYON";"Ceintures urbaines";"PUBLIC";0;11;271
"17646";"0430349W";"ECOLE ELEMENTAIRE PUBLIQUE SAINT-GENEYS-PRES-ST-PAULIEN";"SAINT-GENEYS-PRES-SAINT-PAULIEN";"CLERMONT-FERRAND";"Rural à habitat dispersé";"PUBLIC";0;2;31
"17705";"0430504P";"ECOLE MATERNELLE PUBLIQUE MARTHE CHAZAL";"SAINTE-FLORINE";"CLERMONT-FERRAND";"Petites villes";"PUBLIC";0;1;15
"17722";"0430565F";"ECOLE ELEMENTAIRE PUBLIQUE QUEYRIERES";"QUEYRIERES";"CLERMONT-FERRAND";"Rural à habitat dispersé";"PUBLIC";0;2;27
"17762";"0430727G";"ECOLE ELEMENTAIRE PRIVEE SAINT JOSEPH";"MONTFAUCON-EN-VELAY";"CLERMONT-FERRAND";"Bourgs ruraux";"PRIVE";0;4;74
"17765";"0430733N";"ECOLE ELEMENTAIRE PRIVEE GUITTARD";"LE PUY-EN-VELAY";"CLERMONT-FERRAND";"Centres urbains intermédiaires";"PRIVE";0;3;64
"17962";"0440632Y";"ECOLE PRIMAIRE PUBLIQUE COUDRAY (LE)";"NANTES";"NANTES";"Grands centres urbains";"PUBLIC";0;12;271
"17990";"0440684E";"ECOLE ELEMENTAIRE PUBLIQUE STALINGRAD";"NANTES";"NANTES";"Grands centres urbains";"PUBLIC";0;7;149
"17997";"0440693P";"ECOLE MATERNELLE PUBLIQUE SARAH BERNHARDT";"NANTES";"NANTES";"Grands centres urbains";"PUBLIC";0;8;202
"18010";"0440710H";"ECOLE MATERNELLE PUBLIQUE URBAIN LE VERRIER";"NANTES";"NANTES";"Grands centres urbains";"PUBLIC";1;11;192
"18055";"0440781K";"ECOLE PRIMAIRE PUBLIQUE CLEMENT PELLERIN";"LA REGRIPPIERE";"NANTES";"Rural à habitat dispersé";"PUBLIC";0;4;77
"18244";"0441155S";"ECOLE PRIMAIRE PRIVEE STE MARIE";"HERBIGNAC";"NANTES";"Rural à habitat dispersé";"PRIVE";0;8;204
"18292";"0441252X";"ECOLE PRIMAIRE PRIVEE STE MARIE";"NOZAY";"NANTES";"Bourgs ruraux";"PRIVE";0;8;208
"18443";"0441606G";"ECOLE PRIMAIRE PUBLIQUE ALEXANDRE BERNARD";"ANCENIS-SAINT-GEREON";"NANTES";"Petites villes";"PUBLIC";0;6;139
"18505";"0441852Z";"ECOLE PRIMAIRE PRIVEE ST AUBIN";"GUERANDE";"NANTES";"Ceintures urbaines";"PRIVE";0;13;337
"18645";"0450164J";"ECOLE PRIMAIRE -";"VILLEMURLIN";"ORLEANS-TOURS";"Rural à habitat dispersé";"PUBLIC";0;2;46
"18671";"0450233J";"ECOLE MATERNELLE PUBLIQUE MARC O'NEILL";"LORRIS";"ORLEANS-TOURS";"Bourgs ruraux";"PUBLIC";0;6;101
"18890";"0451047U";"ECOLE MATERNELLE PUBLIQUE LE PETIT PRINCE";"PATAY";"ORLEANS-TOURS";"Bourgs ruraux";"PUBLIC";0;5;121
"18899";"0451065N";"ECOLE PRIMAIRE PRIVEE SAINT MARCEAU";"ORLEANS";"ORLEANS-TOURS";"Grands centres urbains";"PRIVE";0;17;461
"18954";"0451167Z";"ECOLE MATERNELLE PUBLIQUE CHENE MAILLARD";"SARAN";"ORLEANS-TOURS";"Ceintures urbaines";"PUBLIC";0;7;184
"18955";"0451180N";"ECOLE ELEMENTAIRE PUBLIQUE LES SABLONNIERES";"SARAN";"ORLEANS-TOURS";"Ceintures urbaines";"PUBLIC";0;14;347
"18967";"0451197G";"ECOLE MATERNELLE PUBLIQUE LA CERISAIE";"OLIVET";"ORLEANS-TOURS";"Grands centres urbains";"PUBLIC";0;5;123
"18977";"0451211X";"ECOLE MATERNELLE PUBLIQUE ALBERT CAMUS";"CHECY";"ORLEANS-TOURS";"Ceintures urbaines";"PUBLIC";0;6;156
"18994";"0451269K";"ECOLE PRIMAIRE PUBLIQUE JACQUES PREVERT";"OUZOUER-SUR-TREZEE";"ORLEANS-TOURS";"Bourgs ruraux";"PUBLIC";0;4;95
"19023";"0451372X";"ECOLE PRIMAIRE PUBLIQUE LES POTIERES";"MEUNG-SUR-LOIRE";"ORLEANS-TOURS";"Petites villes";"PUBLIC";0;7;159
"19034";"0451399B";"ECOLE ELEMENTAIRE PUBLIQUE LOUISE MICHEL";"SAINT-JEAN-DE-BRAYE";"ORLEANS-TOURS";"Grands centres urbains";"PUBLIC";0;7;165
"19083";"0451574S";"ECOLE MATERNELLE PUBLIQUE GISELE BUNEL";"ONDREVILLE-SUR-ESSONNE";"ORLEANS-TOURS";"Rural à habitat dispersé";"PUBLIC";0;3;75
"19113";"0460164D";"ECOLE PRIMAIRE PUBLIQUE -";"LACHAPELLE-AUZAC";"TOULOUSE";"Bourgs ruraux";"PUBLIC";0;4;77
"19286";"0470139W";"ECOLE ELEMENTAIRE PUBLIQUE -";"ENGAYRAC";"BORDEAUX";"Rural à habitat très dispersé";"PUBLIC";0;1;19
"19423";"0470377E";"ECOLE ELEMENTAIRE PUBLIQUE -";"BLANQUEFORT-SUR-BRIOLANCE";"BORDEAUX";"Rural à habitat très dispersé";"PUBLIC";0;1;23
"19425";"0470385N";"ECOLE PRIMAIRE PUBLIQUE -";"CUZORN";"BORDEAUX";"Rural à habitat dispersé";"PUBLIC";0;3;43
"19477";"0470515E";"ECOLE PRIMAIRE PUBLIQUE -";"LAVERGNE";"BORDEAUX";"Rural à habitat dispersé";"PUBLIC";0;3;62
"19513";"0470593P";"ECOLE PRIMAIRE PUBLIQUE -";"FRANCESCAS";"BORDEAUX";"Rural à habitat dispersé";"PUBLIC";0;4;85
"19530";"0470633H";"ECOLE PRIMAIRE PUBLIQUE -";"PUCH-D'AGENAIS";"BORDEAUX";"Rural à habitat très dispersé";"PUBLIC";0;3;70
"19553";"0470709R";"ECOLE ELEMENTAIRE PUBLIQUE EDOUARD LACOUR";"LE PASSAGE";"BORDEAUX";"Centres urbains intermédiaires";"PUBLIC";0;9;179
"19575";"0470813D";"ECOLE MATERNELLE PUBLIQUE -";"CASTELCULIER";"BORDEAUX";"Ceintures urbaines";"PUBLIC";0;3;67
"19612";"0480157K";"ECOLE PRIMAIRE PUBLIQUE -";"MONT LOZERE ET GOULET";"MONTPELLIER";"Rural à habitat dispersé";"PUBLIC";0;3;41
"19630";"0480273L";"ECOLE PRIMAIRE PUBLIQUE JACQUELINE ET EDMOND FOURNIER";"RIMEIZE";"MONTPELLIER";"Rural à habitat très dispersé";"PUBLIC";0;3;36
"19683";"0480582X";"ECOLE PRIMAIRE PUBLIQUE LES SOURCES";"LA CANOURGUE";"MONTPELLIER";"Bourgs ruraux";"PUBLIC";0;6;79
"19689";"0480655B";"ECOLE PRIMAIRE PUBLIQUE -";"VENTALON EN CEVENNES";"MONTPELLIER";"Rural à habitat très dispersé";"PUBLIC";0;2;18
"19775";"0490360A";"ECOLE ELEMENTAIRE PUBLIQUE LES GARENNES";"OREE D'ANJOU";"NANTES";"#N/A";"PUBLIC";0;5;109
"19831";"0490583T";"ECOLE PRIMAIRE PUBLIQUE LE PETIT ANJOU";"ANGRIE";"NANTES";"Rural à habitat dispersé";"PUBLIC";0;4;84
"19892";"0490732E";"ECOLE ELEMENTAIRE PUBLIQUE CALIXTE BAUDIN";"BRISSAC LOIRE AUBANCE";"NANTES";"Bourgs ruraux";"PUBLIC";0;2;53
"19921";"0490930V";"ECOLE MATERNELLE PUBLIQUE LES JARDINS";"BRISSAC LOIRE AUBANCE";"NANTES";"Bourgs ruraux";"PUBLIC";0;3;80
"19966";"0491142A";"ECOLE PRIMAIRE PRIVEE NOTRE DAME";"TUFFALUN";"NANTES";"Rural à habitat dispersé";"PRIVE";0;4;89
"19981";"0491181T";"ECOLE PRIMAIRE PRIVEE DE L'ABBAYE A";"SAUMUR";"NANTES";"Petites villes";"PRIVE";0;6;129
"19982";"0491183V";"ECOLE PRIMAIRE PRIVEE SAINTE-ANNE A";"SAUMUR";"NANTES";"#N/A";"PRIVE";0;3;55
"20072";"0491376E";"ECOLE PRIMAIRE PRIVEE JULIE BODINIER";"RIVES-DU-LOIR-EN-ANJOU";"NANTES";"Bourgs ruraux";"PRIVE";0;4;88
"20182";"0491640S";"ECOLE MATERNELLE PUBLIQUE LES PIERRES BLEUES";"SEGRE-EN-ANJOU BLEU";"NANTES";"Bourgs ruraux";"PUBLIC";0;4;77
"20230";"0491744E";"ECOLE PRIMAIRE PUBLIQUE LE CHATEAU";"BOUCHEMAINE";"NANTES";"Ceintures urbaines";"PUBLIC";0;10;201
"20373";"0500375L";"ECOLE ELEMENTAIRE PUBLIQUE RPI DE LA BAIE";"COURTILS";"NORMANDIE";"Rural à habitat dispersé";"PUBLIC";0;2;37
"20440";"0500852E";"ECOLE MATERNELLE PUBLIQUE -";"SAINT-JACQUES-DE-NEHOU";"NORMANDIE";"Rural à habitat très dispersé";"PUBLIC";0;2;43
"20512";"0501318L";"ECOLE PRIMAIRE PRIVEE ECOLE NOTRE-DAME";"CARENTAN-LES-MARAIS";"NORMANDIE";"Petites villes";"PRIVE";0;16;317
"20603";"0501604X";"ECOLE PRIMAIRE PUBLIQUE -";"BRETTEVILLE";"NORMANDIE";"Rural à habitat dispersé";"PUBLIC";0;3;67
"20605";"0501610D";"ECOLE MATERNELLE PUBLIQUE SUZANNE BRES (LA GLACERIE)";"CHERBOURG-EN-COTENTIN";"NORMANDIE";"Grands centres urbains";"PUBLIC";0;3;62
"20653";"0501747C";"ECOLE MATERNELLE PUBLIQUE -";"ISIGNY-LE-BUAT";"NORMANDIE";"Rural à habitat très dispersé";"PUBLIC";0;6;130
"20656";"0501750F";"ECOLE PRIMAIRE PUBLIQUE -";"DANGY";"NORMANDIE";"Rural à habitat dispersé";"PUBLIC";0;3;66
"20670";"0501806S";"ECOLE MATERNELLE PUBLIQUE (VASTEVILLE)";"LA HAGUE";"NORMANDIE";"Rural à habitat dispersé";"PUBLIC";0;3;62
"20685";"0501835Y";"ECOLE PRIMAIRE PUBLIQUE MARIN MARIE";"CAROLLES";"NORMANDIE";"Rural à habitat dispersé";"PUBLIC";0;2;32
"20689";"0501859Z";"ECOLE PRIMAIRE PUBLIQUE FRANCOIS-HYPOLITE GARNIER";"LINGREVILLE";"NORMANDIE";"Rural à habitat dispersé";"PUBLIC";0;4;77
"20722";"0510258D";"ECOLE MATERNELLE PUBLIQUE RENE CHAZOT";"BAZANCOURT";"REIMS";"Petites villes";"PUBLIC";0;4;110
"20751";"0510405N";"ECOLE PRIMAIRE PUBLIQUE -";"SAINT-HILAIRE-LE-GRAND";"REIMS";"Rural à habitat dispersé";"PUBLIC";0;4;90
"20837";"0510727N";"ECOLE PRIMAIRE PUBLIQUE BEAUTEMPS BEAUPRE";"LA NEUVILLE-AU-PONT";"REIMS";"Rural à habitat dispersé";"PUBLIC";0;3;48
"20956";"0511403Y";"ECOLE MATERNELLE PUBLIQUE PAULINE KERGOMARD";"SAINT-BRICE-COURCELLES";"REIMS";"Grands centres urbains";"PUBLIC";0;5;115
"20971";"0511454D";"ECOLE ELEMENTAIRE PUBLIQUE -";"DAMERY";"REIMS";"Bourgs ruraux";"PUBLIC";0;4;93
"20975";"0511461L";"ECOLE ELEMENTAIRE PUBLIQUE PIERRE DUPRE";"AY-CHAMPAGNE";"REIMS";"Bourgs ruraux";"PUBLIC";0;3;67
"20995";"0511520A";"ECOLE ELEMENTAIRE PUBLIQUE -";"PIERRY";"REIMS";"Ceintures urbaines";"PUBLIC";0;4;80
"21013";"0511594F";"ECOLE PRIMAIRE -";"CHATILLON-SUR-MARNE";"REIMS";"Rural à habitat dispersé";"PUBLIC";0;4;75
"21057";"0511798C";"ECOLE ELEMENTAIRE PUBLIQUE MAZARIN";"REIMS";"REIMS";"Grands centres urbains";"PUBLIC";0;6;134
"21109";"0512149J";"ECOLE PRIMAIRE PUBLIQUE CORMICY";"CORMICY";"REIMS";"Bourgs ruraux";"PUBLIC";0;8;166
"21137";"0520280X";"ECOLE PRIMAIRE PUBLIQUE LANEUVILLE-A-BAYARD";"BAYARD-SUR-MARNE";"REIMS";"Rural à habitat dispersé";"PUBLIC";0;5;110
"21172";"0520591K";"ECOLE ELEMENTAIRE PUBLIQUE RENE CASSIN";"CHAUMONT";"REIMS";"Centres urbains intermédiaires";"PUBLIC";1;9;153
"21183";"0520638L";"ECOLE PRIMAIRE PUBLIQUE LONGEVILLE SUR LA LAINES";"RIVES DERVOISES";"REIMS";"Rural à habitat dispersé";"PUBLIC";0;2;38
"21279";"0530105B";"ECOLE PRIMAIRE PUBLIQUE GROUPE SCOLAIRE";"BAIS";"NANTES";"Rural à habitat dispersé";"PUBLIC";0;4;82
"21286";"0530119S";"ECOLE PRIMAIRE PUBLIQUE -";"BELGEARD";"NANTES";"Rural à habitat dispersé";"PUBLIC";0;3;62
"21296";"0530141R";"ECOLE PRIMAIRE PUBLIQUE -";"CHAILLAND";"NANTES";"Rural à habitat dispersé";"PUBLIC";0;2;46
"21302";"0530162N";"ECOLE PRIMAIRE PUBLIQUE ECOLE DU BOUT DU MONDE";"CHATEAU-GONTIER-SUR-MAYENNE";"NANTES";"Centres urbains intermédiaires";"PUBLIC";0;4;88
"21314";"0530188S";"ECOLE PRIMAIRE PUBLIQUE G. S CONSTANCE LAINE";"CRAON";"NANTES";"Bourgs ruraux";"PUBLIC";0;11;237
"21386";"0530388J";"ECOLE ELEMENTAIRE PUBLIQUE R.P.I.D BOUERE";"SAINT-BRICE";"NANTES";"Rural à habitat dispersé";"PUBLIC";0;2;46
"21400";"0530418S";"ECOLE PRIMAIRE PUBLIQUE -";"BLANDOUET-SAINT JEAN";"NANTES";"Rural à habitat très dispersé";"PUBLIC";0;1;20
"21424";"0530504K";"ECOLE ELEMENTAIRE PUBLIQUE -";"GORRON";"NANTES";"Bourgs ruraux";"PUBLIC";0;6;118
"21505";"0530707F";"ECOLE PRIMAIRE PRIVEE NAZARETH";"BONCHAMP-LES-LAVAL";"NANTES";"Ceintures urbaines";"PRIVE";0;9;203
"21547";"0530795B";"ECOLE PRIMAIRE PRIVEE STE MARIE";"MERAL";"NANTES";"Bourgs ruraux";"PRIVE";0;5;96
"21672";"0540620F";"ECOLE MATERNELLE PUBLIQUE EMILE ZOLA";"LAXOU";"NANCY-METZ";"Grands centres urbains";"PUBLIC";0;4;82
"21715";"0540797Y";"ECOLE ELEMENTAIRE PUBLIQUE DANIELLE CASANOVA";"MOUTIERS";"NANCY-METZ";"Petites villes";"PUBLIC";0;4;82
"21786";"0541038K";"ECOLE PRIMAIRE PUBLIQUE -";"TELLANCOURT";"NANCY-METZ";"Rural à habitat dispersé";"PUBLIC";0;4;89
